Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Bettwil;5618;0;Bettwil;4227;AG;8.2665290;47.2906558;de
Boswil;5623;0;Boswil;4228;AG;8.3088241;47.3038128;de
Bünzen;5624;0;Bünzen;4229;AG;8.3266194;47.3095086;de
Waldhäusern AG;5624;2;Bünzen;4229;AG;8.3151665;47.3268742;de
Buttwil;5632;0;Buttwil;4230;AG;8.3138058;47.2695334;de
Dietwil;6042;0;Dietwil;4231;AG;8.3929713;47.1476451;de
Geltwil;5637;2;Geltwil;4232;AG;8.3259866;47.2490056;de
Kallern;5625;0;Kallern;4233;AG;8.2933088;47.3131695;de
Merenschwand;5634;0;Merenschwand;4234;AG;8.3757627;47.2602415;de
Benzenschwil;5636;0;Merenschwand;4234;AG;8.3637410;47.2464972;de
Mühlau;5642;0;Mühlau;4235;AG;8.3903677;47.2299609;de
Muri AG;5630;0;Muri (AG);4236;AG;8.3386834;47.2723301;de
Oberrüti;5647;0;Oberrüti;4237;AG;8.3960979;47.1656650;de
Rottenschwil;8919;0;Rottenschwil;4238;AG;8.3659469;47.3144273;de
Sins;5643;0;Sins;4239;AG;8.3464124;47.1872399;de
Sins;5643;0;Sins;4239;AG;8.3954496;47.1946327;de
Alikon;5643;2;Sins;4239;AG;8.3597608;47.1996253;de
Meienberg;5643;3;Sins;4239;AG;8.3762442;47.1978179;de
Aettenschwil;5645;0;Sins;4239;AG;8.3700373;47.1862512;de
Fenkrieden;5645;2;Sins;4239;AG;8.3697417;47.1612018;de
Waltenschwil;5622;0;Waltenschwil;4240;AG;8.3020931;47.3338871;de
Hellikon;4316;0;Hellikon;4251;AG;7.9231511;47.5076827;de
Kaiseraugst;4303;0;Kaiseraugst;4252;AG;7.7249330;47.5396067;de
Magden;4312;0;Magden;4253;AG;7.8108858;47.5309242;de
Möhlin;4313;0;Möhlin;4254;AG;7.8434046;47.5617214;de
Mumpf;4322;0;Mumpf;4255;AG;7.9227795;47.5457536;de
Obermumpf;4324;0;Obermumpf;4256;AG;7.9335574;47.5303102;de
Olsberg;4305;0;Olsberg;4257;AG;7.7833664;47.5208523;de
Rheinfelden;4310;0;Rheinfelden;4258;AG;7.7927358;47.5541516;de
Schupfart;4325;0;Schupfart;4259;AG;7.9666265;47.5133234;de
Stein AG;4332;0;Stein (AG);4260;AG;7.9513581;47.5434148;de
Wallbach;4323;0;Wallbach;4261;AG;7.9004124;47.5626026;de
Wegenstetten;4317;0;Wegenstetten;4262;AG;7.9353304;47.4987044;de
Zeiningen;4314;0;Zeiningen;4263;AG;7.8699556;47.5421202;de
Zuzgen;4315;0;Zuzgen;4264;AG;7.8970474;47.5246418;de
Aarburg;4663;0;Aarburg;4271;AG;7.8992753;47.3207646;de
Bottenwil;4814;0;Bottenwil;4273;AG;8.0050111;47.2847476;de
Brittnau;4805;0;Brittnau;4274;AG;7.9483294;47.2589149;de
Kirchleerau;5054;1;Kirchleerau;4275;AG;8.0682493;47.2763914;de
Kölliken;5742;0;Kölliken;4276;AG;8.0293807;47.3380051;de
Moosleerau;5054;2;Moosleerau;4277;AG;8.0645794;47.2691048;de
Murgenthal;4853;0;Murgenthal;4279;AG;7.8322701;47.2654215;de
Riken AG;4853;2;Murgenthal;4279;AG;7.8495744;47.2762258;de
Glashütten;4856;0;Murgenthal;4279;AG;7.8454953;47.2586639;de
Oftringen;4665;0;Oftringen;4280;AG;7.9304901;47.3103302;de
Attelwil;5056;0;Reitnau;4281;AG;8.0446997;47.2622326;de
Reitnau;5057;0;Reitnau;4281;AG;8.0489016;47.2510232;de
Rothrist;4852;0;Rothrist;4282;AG;7.8781099;47.3061980;de
Safenwil;5745;0;Safenwil;4283;AG;7.9821500;47.3175720;de
Staffelbach;5053;0;Staffelbach;4284;AG;8.0423375;47.2837252;de
Wittwil;5053;2;Staffelbach;4284;AG;8.0395998;47.2905496;de
Strengelbach;4802;0;Strengelbach;4285;AG;7.9275483;47.2798948;de
Uerkheim;4813;0;Uerkheim;4286;AG;8.0248731;47.3061734;de
Vordemwald;4803;0;Vordemwald;4287;AG;7.8961335;47.2725787;de
Wiliberg;5058;0;Wiliberg;4288;AG;8.0223704;47.2676258;de
Zofingen;4800;0;Zofingen;4289;AG;7.9450713;47.2888162;de
Mühlethal;4812;0;Zofingen;4289;AG;7.9781164;47.3013857;de
Baldingen;5333;0;Baldingen;4301;AG;8.3208078;47.5557293;de
Böbikon;5334;0;Böbikon;4302;AG;8.3330669;47.5534330;de
Kleindöttingen;5314;0;Böttstein;4303;AG;8.2464710;47.5691602;de
Böttstein;5315;0;Böttstein;4303;AG;8.2232899;47.5555389;de
Döttingen;5312;0;Döttingen;4304;AG;8.2586933;47.5700601;de
Endingen;5304;0;Endingen;4305;AG;8.2898591;47.5367042;de
Unterendingen;5305;0;Endingen;4305;AG;8.2913659;47.5475515;de
Fisibach;5467;0;Fisibach;4306;AG;8.4079051;47.5621303;de
Full-Reuenthal;5324;0;Full-Reuenthal;4307;AG;8.2027670;47.6087575;de
Kaiserstuhl AG;5466;0;Kaiserstuhl;4308;AG;8.4201685;47.5672635;de
Klingnau;5313;0;Klingnau;4309;AG;8.2498138;47.5808739;de
Koblenz;5322;0;Koblenz;4310;AG;8.2382882;47.6078540;de
Leibstadt;5325;0;Leibstadt;4311;AG;8.1802844;47.5916944;de
Lengnau AG;5426;0;Lengnau (AG);4312;AG;8.3290389;47.5199968;de
Leuggern;5316;0;Leuggern;4313;AG;8.2168459;47.5800152;de
Hettenschwil;5317;0;Leuggern;4313;AG;8.1965431;47.5757507;de
Mellikon;5465;0;Mellikon;4314;AG;8.3476072;47.5670924;de
Rekingen AG;5332;0;Rekingen (AG);4315;AG;8.3275092;47.5699362;de
Rietheim;5323;0;Rietheim;4316;AG;8.2806721;47.6020426;de
Rümikon AG;5464;0;Rümikon;4317;AG;8.3774474;47.5637258;de
Schneisingen;5425;0;Schneisingen;4318;AG;8.3666312;47.5203281;de
Siglistorf;5462;0;Siglistorf;4319;AG;8.3806681;47.5458075;de
Tegerfelden;5306;0;Tegerfelden;4320;AG;8.2896721;47.5570237;de
Wislikofen;5463;0;Wislikofen;4322;AG;8.3627659;47.5574658;de
Bad Zurzach;5330;0;Bad Zurzach;4323;AG;8.2953027;47.5820821;de
Arbon;9320;0;Arbon;4401;TG;9.4368933;47.5152340;de
Frasnacht;9320;2;Arbon;4401;TG;9.4058031;47.5273260;de
Stachen;9320;3;Arbon;4401;TG;9.4099173;47.5066661;de
Dozwil;8582;0;Dozwil;4406;TG;9.3200002;47.5760453;de
Steinebrunn;9314;0;Egnach;4411;TG;9.3433630;47.5343135;de
Neukirch (Egnach);9315;0;Egnach;4411;TG;9.3694963;47.5287001;de
Winden;9315;2;Egnach;4411;TG;9.3567080;47.5060337;de
Egnach;9322;0;Egnach;4411;TG;9.3828444;47.5442873;de
Hefenhofen;8580;7;Hefenhofen;4416;TG;9.2989455;47.5647858;de
Horn;9326;0;Horn;4421;TG;9.4631074;47.4938397;de
Kesswil;8593;0;Kesswil;4426;TG;9.3168161;47.5933946;de
Freidorf TG;9306;0;Roggwil (TG);4431;TG;9.3972973;47.4862974;de
Roggwil TG;9325;0;Roggwil (TG);4431;TG;9.3963212;47.5001745;de
Romanshorn;8590;0;Romanshorn;4436;TG;9.3694140;47.5648690;de
Salmsach;8599;0;Salmsach;4441;TG;9.3748144;47.5556806;de
Sommeri;8580;3;Sommeri;4446;TG;9.2901374;47.5671919;de
Uttwil;8592;0;Uttwil;4451;TG;9.3410151;47.5835839;de
Amriswil;8580;0;Amriswil;4461;TG;9.2974892;47.5449759;de
Hagenwil b. Amriswil;8580;5;Amriswil;4461;TG;9.3071448;47.5290381;de
Biessenhofen;8580;8;Amriswil;4461;TG;9.2604000;47.5465177;de
Schocherswil;8581;0;Amriswil;4461;TG;9.2663200;47.5369516;de
Oberaach;8587;0;Amriswil;4461;TG;9.2669383;47.5589549;de
Bischofszell;9220;0;Bischofszell;4471;TG;9.2389378;47.4940126;de
Schweizersholz;9223;0;Bischofszell;4471;TG;9.2008829;47.5016668;de
Halden;9223;1;Bischofszell;4471;TG;9.2093790;47.5042621;de
Erlen;8586;0;Erlen;4476;TG;9.2344631;47.5480440;de
Kümmertshausen;8586;3;Erlen;4476;TG;9.2444385;47.5653511;de
Riedt b. Erlen;8586;5;Erlen;4476;TG;9.2161548;47.5455962;de
Buchackern;8586;7;Erlen;4476;TG;9.2325414;47.5385975;de
Engishofen;8586;8;Erlen;4476;TG;9.2495051;47.5564417;de
Ennetaach;8586;9;Erlen;4476;TG;9.2159482;47.5491657;de
Hauptwil;9213;0;Hauptwil-Gottshaus;4486;TG;9.2531170;47.4806258;de
Wilen (Gottshaus);9225;0;Hauptwil-Gottshaus;4486;TG;9.2830238;47.4938271;de
St. Pelagiberg;9225;1;Hauptwil-Gottshaus;4486;TG;9.3025018;47.4891563;de
Heldswil;9216;0;Hohentannen;4495;TG;9.2211055;47.5300512;de
Hohentannen;9216;2;Hohentannen;4495;TG;9.2236621;47.5099121;de
Kradolf;9214;2;Kradolf-Schönenberg;4501;TG;9.2013267;47.5251437;de
Schönenberg an der Thur;9215;0;Kradolf-Schönenberg;4501;TG;9.1987860;47.5213271;de
Buhwil;9215;2;Kradolf-Schönenberg;4501;TG;9.1662378;47.5271288;de
Neukirch an der Thur;9217;0;Kradolf-Schönenberg;4501;TG;9.1708998;47.5104070;de
Sulgen;8583;0;Sulgen;4506;TG;9.1838278;47.5430520;de
Götighofen;8583;1;Sulgen;4506;TG;9.2159473;47.5351109;de
Donzhausen;8583;2;Sulgen;4506;TG;9.1961732;47.5541887;de
Zihlschlacht;8588;0;Zihlschlacht-Sitterdorf;4511;TG;9.2577265;47.5212647;de
Sitterdorf;8589;0;Zihlschlacht-Sitterdorf;4511;TG;9.2484223;47.5048032;de
Basadingen;8254;0;Basadingen-Schlattingen;4536;TG;8.7433976;47.6716168;de
Schlattingen;8255;0;Basadingen-Schlattingen;4536;TG;8.7702375;47.6668624;de
Diessenhofen;8253;0;Diessenhofen;4545;TG;8.7487110;47.6900166;de
Willisdorf;8253;2;Diessenhofen;4545;TG;8.7381616;47.6786039;de
Schlatt TG;8252;0;Schlatt (TG);4546;TG;8.7028296;47.6615703;de
Aadorf;8355;0;Aadorf;4551;TG;8.8976982;47.4913594;de
Ettenhausen TG;8356;0;Aadorf;4551;TG;8.8983029;47.4783854;de
Guntershausen b. Aadorf;8357;0;Aadorf;4551;TG;8.9168649;47.4742612;de
Häuslenen;8522;0;Aadorf;4551;TG;8.9033521;47.5268973;de
Aawangen;8522;2;Aadorf;4551;TG;8.8999361;47.5121893;de
Wittenwil;9547;0;Aadorf;4551;TG;8.9253100;47.5043538;de
Felben-Wellhausen;8552;0;Felben-Wellhausen;4561;TG;8.9426506;47.5769091;de
Frauenfeld;8500;0;Frauenfeld;4566;TG;8.8982619;47.5559947;de
Gerlikon;8500;4;Frauenfeld;4566;TG;8.8784319;47.5370268;de
Islikon;8546;0;Gachnang;4571;TG;8.8456654;47.5477581;de
Kefikon TG;8546;2;Gachnang;4571;TG;8.8337187;47.5503071;de
Gachnang;8547;0;Gachnang;4571;TG;8.8511074;47.5378504;de
Harenwilen;8553;2;Hüttlingen;4590;TG;9.0004471;47.5711073;de
Mettendorf TG;8553;3;Hüttlingen;4590;TG;8.9698340;47.5773988;de
Hüttlingen;8553;4;Hüttlingen;4590;TG;8.9812418;47.5766832;de
Eschikofen;8553;5;Hüttlingen;4590;TG;9.0047826;47.5797911;de
Matzingen;9548;0;Matzingen;4591;TG;8.9325610;47.5201096;de
Niederneunforn;8525;0;Neunforn;4601;TG;8.7780558;47.5952230;de
Oberneunforn;8526;0;Neunforn;4601;TG;8.7668022;47.6059465;de
Stettfurt;9507;0;Stettfurt;4606;TG;8.9539584;47.5245719;de
Thundorf;8512;0;Thundorf;4611;TG;8.9634679;47.5457048;de
Lustdorf;8512;2;Thundorf;4611;TG;8.9862934;47.5504233;de
Wetzikon TG;8512;3;Thundorf;4611;TG;9.0011438;47.5379047;de
Uesslingen;8524;0;Uesslingen-Buch;4616;TG;8.8366385;47.5804690;de
Buch b. Frauenfeld;8524;2;Uesslingen-Buch;4616;TG;8.8378879;47.5994315;de
Warth;8532;0;Warth-Weiningen;4621;TG;8.8737813;47.5842163;de
Weiningen TG;8532;2;Warth-Weiningen;4621;TG;8.8912548;47.5886487;de
Altnau;8595;0;Altnau;4641;TG;9.2576788;47.6080266;de
Bottighofen;8598;0;Bottighofen;4643;TG;9.2133001;47.6407993;de
Ermatingen;8272;0;Ermatingen;4646;TG;9.0804374;47.6698678;de
Triboltingen;8273;0;Ermatingen;4646;TG;9.1078025;47.6619895;de
Gottlieben;8274;2;Gottlieben;4651;TG;9.1335906;47.6638035;de
Güttingen;8594;0;Güttingen;4656;TG;9.2863613;47.6026275;de
Hugelshofen;8565;0;Kemmental;4666;TG;9.1150916;47.5987560;de
Neuwilen;8566;0;Kemmental;4666;TG;9.1342825;47.6199850;de
Dotnacht;8566;2;Kemmental;4666;TG;9.1411813;47.6002058;de
Ellighausen;8566;4;Kemmental;4666;TG;9.1356224;47.6136426;de
Lippoldswilen;8566;5;Kemmental;4666;TG;9.1114097;47.6108804;de
Siegershausen;8573;0;Kemmental;4666;TG;9.1684603;47.6112889;de
Alterswilen;8573;2;Kemmental;4666;TG;9.1549791;47.6096470;de
Altishausen;8573;3;Kemmental;4666;TG;9.1707255;47.6012601;de
Kreuzlingen;8280;0;Kreuzlingen;4671;TG;9.1732024;47.6446777;de
Langrickenbach;8585;4;Langrickenbach;4681;TG;9.2473429;47.5832792;de
Zuben;8585;5;Langrickenbach;4681;TG;9.2366041;47.6067026;de
Schönenbaumgarten;8585;7;Langrickenbach;4681;TG;9.2308008;47.6144004;de
Herrenhof;8585;8;Langrickenbach;4681;TG;9.2434566;47.5978762;de
Illighausen;8574;1;Lengwil;4683;TG;9.2068664;47.6037225;de
Oberhofen TG;8574;2;Lengwil;4683;TG;9.1949190;47.6186734;de
Lengwil;8574;3;Lengwil;4683;TG;9.1900325;47.6258650;de
Lengwil;8574;3;Lengwil;4683;TG;9.2069665;47.6154844;de
Dettighofen (Lengwil);8574;4;Lengwil;4683;TG;9.2005741;47.6206751;de
Scherzingen;8596;0;Münsterlingen;4691;TG;9.2231789;47.6319879;de
Münsterlingen;8596;1;Münsterlingen;4691;TG;9.2350001;47.6314373;de
Landschlacht;8597;0;Münsterlingen;4691;TG;9.2446197;47.6256065;de
Tägerwilen;8274;0;Tägerwilen;4696;TG;9.1366570;47.6548714;de
Hefenhausen;8564;0;Wäldi;4701;TG;9.0642410;47.6159590;de
Engwilen;8564;2;Wäldi;4701;TG;9.0956142;47.6171353;de
Sonterswil;8564;3;Wäldi;4701;TG;9.0781244;47.6208780;de
Wäldi;8564;4;Wäldi;4701;TG;9.0942012;47.6340967;de
Lipperswil;8564;5;Wäldi;4701;TG;9.0531100;47.6170612;de
Hattenhausen;8564;7;Wäldi;4701;TG;9.0666884;47.6236914;de
Gunterswilen;8564;8;Wäldi;4701;TG;9.0765160;47.6355968;de
Affeltrangen;9556;0;Affeltrangen;4711;TG;9.0300278;47.5259893;de
Zezikon;9556;2;Affeltrangen;4711;TG;9.0210060;47.5348391;de
Märwil;9562;0;Affeltrangen;4711;TG;9.0744970;47.5324451;de
Buch b. Märwil;9562;2;Affeltrangen;4711;TG;9.0577937;47.5376571;de
Bettwiesen;9553;0;Bettwiesen;4716;TG;9.0267307;47.4939984;de
Balterswil;8362;0;Bichelsee-Balterswil;4721;TG;8.9376205;47.4531579;de
Bichelsee;8363;0;Bichelsee-Balterswil;4721;TG;8.9213214;47.4510312;de
Braunau;9502;0;Braunau;4723;TG;9.0712212;47.5036880;de
Eschlikon TG;8360;0;Eschlikon;4724;TG;8.9642300;47.4655686;de
Wallenwil;8360;2;Eschlikon;4724;TG;8.9554564;47.4546707;de
Dussnang;8374;0;Fischingen;4726;TG;8.9623809;47.4302630;de
Oberwangen TG;8374;2;Fischingen;4726;TG;8.9732656;47.4298434;de
Fischingen;8376;0;Fischingen;4726;TG;8.9682459;47.4124116;de
Au TG;8376;2;Fischingen;4726;TG;8.9536011;47.3977403;de
Lommis;9506;0;Lommis;4741;TG;8.9979509;47.5169763;de
Weingarten-Kalthäusern;9508;0;Lommis;4741;TG;8.9789685;47.5231614;de
Münchwilen TG;9542;0;Münchwilen (TG);4746;TG;8.9990367;47.4797220;de
St. Margarethen TG;9543;0;Münchwilen (TG);4746;TG;9.0011493;47.4865111;de
Rickenbach b. Wil;9532;0;Rickenbach (TG);4751;TG;9.0521427;47.4487266;de
Schönholzerswilen;8577;0;Schönholzerswilen;4756;TG;9.1409198;47.5169925;de
Sirnach;8370;0;Sirnach;4761;TG;8.9975067;47.4620308;de
Busswil TG;8371;0;Sirnach;4761;TG;9.0157585;47.4533835;de
Wiezikon b. Sirnach;8372;0;Sirnach;4761;TG;8.9865451;47.4503736;de
Littenheid;9573;0;Sirnach;4761;TG;9.0087388;47.4407303;de
Tägerschen;9554;0;Tobel-Tägerschen;4776;TG;9.0295018;47.5069458;de
Tobel;9555;0;Tobel-Tägerschen;4776;TG;9.0365097;47.5148051;de
Wängi;9545;0;Wängi;4781;TG;8.9544239;47.5008124;de
Tuttwil;9546;0;Wängi;4781;TG;8.9383963;47.4832683;de
Wilen b. Wil;9535;0;Wilen (TG);4786;TG;9.0343661;47.4515767;de
Wuppenau;9514;0;Wuppenau;4791;TG;9.1034650;47.4953031;de
Hosenruck;9515;0;Wuppenau;4791;TG;9.1225182;47.4903538;de
Berlingen;8267;0;Berlingen;4801;TG;9.0163300;47.6744637;de
Eschenz;8264;0;Eschenz;4806;TG;8.8750137;47.6465470;de
Lanzenneunforn;8506;0;Herdern;4811;TG;8.9379196;47.6232991;de
Herdern;8535;0;Herdern;4811;TG;8.9095453;47.6048103;de
Hörhausen;8507;0;Homburg;4816;TG;8.9698761;47.6321407;de
Homburg;8508;0;Homburg;4816;TG;9.0084332;47.6351410;de
Hüttwilen;8536;0;Hüttwilen;4821;TG;8.8732213;47.6089085;de
Nussbaumen TG;8537;0;Hüttwilen;4821;TG;8.8295331;47.6270842;de
Uerschhausen;8537;2;Hüttwilen;4821;TG;8.8177391;47.6096840;de
Mammern;8265;0;Mammern;4826;TG;8.9169347;47.6458225;de
Müllheim Dorf;8555;0;Müllheim;4831;TG;9.0104536;47.6031683;de
Pfyn;8505;0;Pfyn;4841;TG;8.9613504;47.5943757;de
Dettighofen;8505;2;Pfyn;4841;TG;8.9492329;47.6167435;de
Raperswilen;8558;0;Raperswilen;4846;TG;9.0423831;47.6322486;de
Mannenbach-Salenstein;8268;0;Salenstein;4851;TG;9.0528187;47.6736533;de
Salenstein;8268;2;Salenstein;4851;TG;9.0586633;47.6689251;de
Fruthwilen;8269;0;Salenstein;4851;TG;9.0663628;47.6608218;de
Steckborn;8266;0;Steckborn;4864;TG;8.9834033;47.6667469;de
Kaltenbach;8259;0;Wagenhausen;4871;TG;8.8427729;47.6531194;de
Etzwilen;8259;2;Wagenhausen;4871;TG;8.8182192;47.6612412;de
Rheinklingen;8259;3;Wagenhausen;4871;TG;8.8073405;47.6750327;de
Wagenhausen;8259;4;Wagenhausen;4871;TG;8.8481688;47.6616473;de
Amlikon-Bissegg;8514;0;Amlikon-Bissegg;4881;TG;9.0485794;47.5659168;de
Berg TG;8572;0;Berg (TG);4891;TG;9.1652273;47.5781620;de
Berg TG;8572;0;Berg (TG);4891;TG;9.1969257;47.5974058;de
Andhausen;8572;2;Berg (TG);4891;TG;9.1796758;47.5780132;de
Graltshausen;8572;3;Berg (TG);4891;TG;9.1823783;47.5958758;de
Guntershausen b. Berg;8572;4;Berg (TG);4891;TG;9.1885846;47.5722018;de
Mauren TG;8576;0;Berg (TG);4891;TG;9.1517747;47.5665341;de
Mattwil;8585;1;Birwinken;4901;TG;9.2063714;47.5776706;de
Happerswil;8585;2;Birwinken;4901;TG;9.2227793;47.5778026;de
Birwinken;8585;9;Birwinken;4901;TG;9.1973257;47.5824459;de
Klarsreuti;8585;10;Birwinken;4901;TG;9.2131079;47.5877249;de
Andwil TG;8586;2;Birwinken;4901;TG;9.2157609;47.5657304;de
Buch b. Kümmertshausen;8586;10;Birwinken;4901;TG;9.2350462;47.5710717;de
Bürglen TG;8575;0;Bürglen (TG);4911;TG;9.1542111;47.5472156;de
Istighofen;8575;1;Bürglen (TG);4911;TG;9.1485954;47.5409596;de
Leimbach TG;8584;0;Bürglen (TG);4911;TG;9.1879640;47.5610934;de
Opfershofen TG;8584;1;Bürglen (TG);4911;TG;9.1718236;47.5604242;de
Stehrenberg;9503;0;Bussnang;4921;TG;9.0884075;47.5232240;de
Lanterswil;9503;2;Bussnang;4921;TG;9.0965438;47.5207736;de
Friltschen;9504;0;Bussnang;4921;TG;9.0852015;47.5386260;de
Mettlen;9517;0;Bussnang;4921;TG;9.1203331;47.5329395;de
Bussnang;9565;0;Bussnang;4921;TG;9.0819452;47.5578293;de
Oberbussnang;9565;2;Bussnang;4921;TG;9.0871912;47.5482634;de
Oppikon;9565;3;Bussnang;4921;TG;9.0610014;47.5507111;de
Schmidshof;9565;4;Bussnang;4921;TG;9.0545012;47.5458090;de
Rothenhausen;9565;5;Bussnang;4921;TG;9.1028305;47.5493093;de
Märstetten;8560;0;Märstetten;4941;TG;9.0692756;47.5939240;de
Ottoberg;8561;0;Märstetten;4941;TG;9.0855080;47.5873335;de
Weinfelden;8570;0;Weinfelden;4946;TG;9.1112707;47.5680694;de
Müllheim-Wigoltingen;8554;0;Wigoltingen;4951;TG;9.0155495;47.5881350;de
Bonau;8554;3;Wigoltingen;4951;TG;9.0443561;47.5826114;de
Wigoltingen;8556;0;Wigoltingen;4951;TG;9.0309637;47.5957343;de
Engwang;8556;2;Wigoltingen;4951;TG;9.0527428;47.5999900;de
Illhart;8556;3;Wigoltingen;4951;TG;9.0381781;47.6180032;de
Lamperswil TG;8556;4;Wigoltingen;4951;TG;9.0387920;47.6118525;de
Wagerswil;8564;6;Wigoltingen;4951;TG;9.0642406;47.6078120;de
Arbedo;6517;0;Arbedo-Castione;5001;TI;9.0464833;46.2137846;it
Castione;6532;0;Arbedo-Castione;5001;TI;9.0474061;46.2271972;it
Bellinzona;6500;0;Bellinzona;5002;TI;9.0355266;46.1969898;it
Bellinzona;6503;0;Bellinzona;5002;TI;9.0070870;46.2085971;it
Giubiasco;6512;0;Bellinzona;5002;TI;9.0033981;46.1739380;it
Monte Carasso;6513;0;Bellinzona;5002;TI;8.9970782;46.1870895;it
Sementina;6514;0;Bellinzona;5002;TI;8.9867809;46.1830529;it
Gudo;6515;0;Bellinzona;5002;TI;8.9510593;46.1753470;it
Gorduno;6518;0;Bellinzona;5002;TI;9.0324018;46.2168590;it
Preonzo;6523;0;Bellinzona;5002;TI;9.0020150;46.2634956;it
Moleno;6524;0;Bellinzona;5002;TI;8.9934636;46.2685971;it
Gnosca;6525;0;Bellinzona;5002;TI;9.0204630;46.2339000;it
Camorino;6528;0;Bellinzona;5002;TI;9.0063955;46.1636616;it
Pianezzo;6582;0;Bellinzona;5002;TI;9.0297514;46.1696463;it
S. Antonio (Val Morobbia);6583;0;Bellinzona;5002;TI;9.0613279;46.1692436;it
Carena;6584;0;Bellinzona;5002;TI;9.0852649;46.1687907;it
Claro;6702;0;Bellinzona;5002;TI;9.0241754;46.2534262;it
Cadenazzo;6593;0;Cadenazzo;5003;TI;8.9520443;46.1490206;it
Robasacco;6599;0;Cadenazzo;5003;TI;8.9405816;46.1427036;it
Isone;6810;0;Isone;5009;TI;8.9852512;46.1289135;it
Lumino;6533;0;Lumino;5010;TI;9.0659890;46.2303804;it
S. Antonino;6592;0;Sant'Antonino;5017;TI;8.9786905;46.1534216;it
Dongio;6715;0;Acquarossa;5048;TI;8.9553709;46.4370209;it
Acquarossa;6716;0;Acquarossa;5048;TI;8.9370679;46.4559345;it
Leontica;6716;2;Acquarossa;5048;TI;8.9224457;46.4592135;it
Lottigna;6716;3;Acquarossa;5048;TI;8.9432567;46.4696726;it
Motto (Blenio);6721;2;Acquarossa;5048;TI;8.9712861;46.4287065;it
Corzoneso;6722;0;Acquarossa;5048;TI;8.9342379;46.4460941;it
Prugiasco;6723;0;Acquarossa;5048;TI;8.9318095;46.4615357;it
Castro;6723;2;Acquarossa;5048;TI;8.9271505;46.4715506;it
Marolta;6723;3;Acquarossa;5048;TI;8.9208343;46.4789433;it
Ponto Valentino;6724;0;Acquarossa;5048;TI;8.9354872;46.4830239;it
Largario;6724;2;Acquarossa;5048;TI;8.9412877;46.4944664;it
Dangio;6717;0;Blenio;5049;TI;8.9529910;46.4941814;it
Torre;6717;1;Blenio;5049;TI;8.9538897;46.4872658;it
Olivone;6718;0;Blenio;5049;TI;8.9414778;46.5297327;it
Camperio;6718;1;Blenio;5049;TI;8.9067537;46.5245607;it
Aquila;6719;0;Blenio;5049;TI;8.9482162;46.5038978;it
Aquila;6719;0;Blenio;5049;TI;9.0100044;46.5818418;it
Campo (Blenio);6720;0;Blenio;5049;TI;8.9365555;46.5557085;it
Ghirone;6720;2;Blenio;5049;TI;8.9447504;46.5607694;it
Malvaglia;6713;0;Serravalle;5050;TI;8.9835674;46.4036373;it
Semione;6714;0;Serravalle;5050;TI;8.9717175;46.4077104;it
Ludiano;6721;0;Serravalle;5050;TI;8.9693101;46.4199964;it
Airolo;6780;0;Airolo;5061;TI;8.6092167;46.5291038;it
Madrano;6780;2;Airolo;5061;TI;8.6295964;46.5271463;it
Villa Bedretto;6781;1;Bedretto;5063;TI;8.5252143;46.5099766;it
Bedretto;6781;4;Bedretto;5063;TI;8.5116923;46.5061037;it
Bodio TI;6743;0;Bodio;5064;TI;8.9117971;46.3790750;it
Dalpe;6774;0;Dalpe;5071;TI;8.7750886;46.4730165;it
Lavorgo;6746;0;Faido;5072;TI;8.8408896;46.4417406;it
Calonico;6746;1;Faido;5072;TI;8.8411271;46.4507322;it
Nivo;6746;2;Faido;5072;TI;8.8423095;46.4361648;it
Chironico;6747;0;Faido;5072;TI;8.8438151;46.4230990;it
Anzonico;6748;0;Faido;5072;TI;8.8627778;46.4316085;it
Sobrio;6749;0;Faido;5072;TI;8.9016684;46.3999718;it
Cavagnago;6749;1;Faido;5072;TI;8.8812910;46.4135069;it
Faido;6760;0;Faido;5072;TI;8.7978476;46.4788054;it
Molare;6760;1;Faido;5072;TI;8.8303423;46.4861424;it
Calpiogna;6760;2;Faido;5072;TI;8.8054074;46.4869481;it
Campello;6760;3;Faido;5072;TI;8.8186390;46.4869089;it
Carì;6760;4;Faido;5072;TI;8.8214905;46.4941744;it
Rossura;6760;5;Faido;5072;TI;8.8250552;46.4753535;it
Osco;6763;0;Faido;5072;TI;8.7811849;46.4934526;it
Mairengo;6763;1;Faido;5072;TI;8.7877767;46.4875978;it
Chiggiogna;6764;0;Faido;5072;TI;8.8223464;46.4675796;it
Chiggiogna;6764;0;Faido;5072;TI;8.8324095;46.4448360;it
Giornico;6745;0;Giornico;5073;TI;8.8750429;46.3998072;it
Personico;6744;0;Personico;5076;TI;8.9194024;46.3704493;it
Pollegio;6742;0;Pollegio;5077;TI;8.9414821;46.3654210;it
Rodi-Fiesso;6772;0;Prato (Leventina);5078;TI;8.7360909;46.4918882;it
Prato (Leventina);6773;0;Prato (Leventina);5078;TI;8.7565535;46.4828263;it
Ambrì;6775;0;Quinto;5079;TI;8.6950418;46.5091268;it
Piotta;6776;0;Quinto;5079;TI;8.6712317;46.5140216;it
Quinto;6777;0;Quinto;5079;TI;8.7113916;46.5109922;it
Varenzo;6777;1;Quinto;5079;TI;8.7243470;46.5030764;it
